lr,batch_size,momentum,weight_decay,best_val_acc,train_losses,val_losses,train_accuracies,val_accuracies
0.001,64,0.95,0.0001,0.6410256410256411,"[1.8044505715370178, 1.8043188452720642, 1.7982808351516724, 1.7819105982780457, 1.7860091924667358, 1.793092668056488, 1.7828121185302734, 1.7743621468544006, 1.7708288431167603, 1.779591679573059, 1.7795706391334534, 1.7569433450698853, 1.776375651359558, 1.7569512724876404, 1.7613731026649475, 1.7440675497055054]","[1.7959777116775513, 1.7954866886138916, 1.7949079275131226, 1.7942099571228027, 1.7933779954910278, 1.7921500205993652, 1.7909966707229614, 1.7894872426986694, 1.7877554893493652, 1.7854105234146118, 1.7833606004714966, 1.781103253364563, 1.7781710624694824, 1.7754992246627808, 1.772199034690857, 1.7684699296951294]","[0.12096774193548387, 0.0967741935483871, 0.16129032258064516, 0.23387096774193547, 0.2661290322580645, 0.16129032258064516, 0.24193548387096775, 0.20161290322580644, 0.21774193548387097, 0.2661290322580645, 0.1935483870967742, 0.21774193548387097, 0.18548387096774194, 0.25806451612903225, 0.25, 0.27419354838709675]","[0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.001,64,0.95,1e-05,0.6410256410256411,"[1.7823137044906616, 1.776084542274475, 1.7764627933502197, 1.7964454889297485, 1.7967426180839539, 1.7734903693199158, 1.7722222805023193, 1.7772274613380432, 1.7714758515357971, 1.76571524143219, 1.7629641890525818, 1.740415334701538, 1.741544485092163, 1.7405471205711365, 1.739739716053009, 1.7362678050994873]","[1.7948269844055176, 1.7947598695755005, 1.794475793838501, 1.7937170267105103, 1.792684555053711, 1.7913235425949097, 1.7897260189056396, 1.7880520820617676, 1.7857376337051392, 1.7836593389511108, 1.7812756299972534, 1.778830647468567, 1.7763429880142212, 1.772652506828308, 1.7698910236358643, 1.7665972709655762]","[0.25806451612903225, 0.22580645161290322, 0.18548387096774194, 0.20161290322580644, 0.1693548387096774, 0.16129032258064516, 0.22580645161290322, 0.1532258064516129, 0.27419354838709675, 0.22580645161290322, 0.25, 0.2661290322580645, 0.24193548387096775, 0.21774193548387097, 0.20967741935483872, 0.24193548387096775]","[0.1282051282051282, 0.1282051282051282, 0.1282051282051282, 0.1282051282051282, 0.1282051282051282, 0.1282051282051282, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.01,16,0.9,0.0001,0.6410256410256411,"[1.796054631471634, 1.7398668080568314, 1.711098924279213, 1.6803959012031555, 1.7347610294818878, 1.6822572201490402, 1.658975049853325, 1.6253997832536697, 1.5721298903226852, 1.5418289452791214, 1.508050873875618, 1.4877315908670425, 1.4406323283910751, 1.475539281964302, 1.3385505378246307, 1.4783715903759003]","[1.7867016792297363, 1.7265380223592122, 1.6881449619928997, 1.6601123015085857, 1.6595972379048665, 1.6199311017990112, 1.6354387601216633, 1.6370819807052612, 1.7991319100062053, 1.6069702704747517, 1.56443190574646, 2.324669679005941, 1.6518580913543701, 1.5637844403584797, 1.4843822320302327, 1.502225359280904]","[0.08870967741935484, 0.21774193548387097, 0.21774193548387097, 0.3064516129032258, 0.25, 0.29838709677419356, 0.27419354838709675, 0.3387096774193548, 0.3709677419354839, 0.3064516129032258, 0.3709677419354839, 0.4112903225806452, 0.3790322580645161, 0.4032258064516129, 0.45161290322580644, 0.4274193548387097]","[0.1794871794871795, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.1794871794871795, 0.358974358974359, 0.3333333333333333, 0.1794871794871795, 0.20512820512820512, 0.28205128205128205, 0.28205128205128205, 0.23076923076923078, 0.41025641025641024, 0.4358974358974359, 0.28205128205128205, 0.4358974358974359]"
0.01,16,0.9,1e-05,0.6410256410256411,"[1.793582260608673, 1.746056467294693, 1.7120780646800995, 1.717783585190773, 1.6287385374307632, 1.6796292215585709, 1.689855471253395, 1.6665779501199722, 1.666807547211647, 1.533116728067398, 1.5478393584489822, 1.4803743064403534, 1.538874864578247, 1.4318945705890656, 1.3511577248573303, 1.3697583973407745]","[1.7820606231689453, 1.737740198771159, 1.6899062792460124, 1.679588794708252, 1.646870533625285, 1.6744290192921956, 1.6226355234781902, 1.6067866484324138, 1.5722798506418865, 1.6046035289764404, 1.5370187362035115, 1.4702317317326863, 1.8234893083572388, 1.3572945594787598, 2.2162360350290933, 1.3408639430999756]","[0.1693548387096774, 0.20967741935483872, 0.25, 0.27419354838709675, 0.24193548387096775, 0.2661290322580645, 0.2661290322580645, 0.3225806451612903, 0.27419354838709675, 0.28225806451612906, 0.33064516129032256, 0.3387096774193548, 0.3709677419354839, 0.3548387096774194, 0.4596774193548387, 0.49193548387096775]","[0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.28205128205128205, 0.3333333333333333, 0.28205128205128205, 0.358974358974359, 0.3076923076923077, 0.28205128205128205, 0.28205128205128205, 0.41025641025641024, 0.28205128205128205, 0.46153846153846156, 0.28205128205128205, 0.4358974358974359]"
0.01,16,0.95,0.0001,0.6410256410256411,"[1.7540011554956436, 1.7280299216508865, 1.7406096756458282, 1.7281635999679565, 1.9047768115997314, 1.7033245712518692, 1.7408899664878845, 1.7359322607517242, 1.7478079795837402, 1.6465375423431396, 1.7078085839748383, 1.6082736253738403, 1.5123947858810425, 1.5590735226869583, 1.5974000990390778, 1.6710554659366608]","[1.7739607493082683, 1.734544277191162, 1.6620604991912842, 1.7235508759816487, 1.6681289672851562, 1.7326323588689168, 1.6865311066309612, 1.6870698531468709, 1.6473267078399658, 1.6638799905776978, 1.5723286469777424, 1.6067150036493938, 1.751551667849223, 1.8150370915730794, 1.7719452381134033, 1.7914005120595295]","[0.24193548387096775, 0.25, 0.20161290322580644, 0.24193548387096775, 0.18548387096774194, 0.24193548387096775, 0.23387096774193547, 0.33064516129032256, 0.2661290322580645, 0.3467741935483871, 0.33064516129032256, 0.33064516129032256, 0.3387096774193548, 0.3387096774193548, 0.33064516129032256, 0.2661290322580645]","[0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.1794871794871795, 0.3076923076923077, 0.3333333333333333, 0.28205128205128205, 0.3076923076923077, 0.20512820512820512, 0.3333333333333333, 0.38461538461538464, 0.3076923076923077, 0.358974358974359, 0.41025641025641024, 0.28205128205128205, 0.23076923076923078]"
0.01,16,0.95,1e-05,0.6410256410256411,"[1.8003235161304474, 1.692587524652481, 1.7743106484413147, 1.7144546955823898, 1.910007283091545, 1.7664152532815933, 1.7586542665958405, 1.7125594764947891, 1.6989494562149048, 1.5987263023853302, 1.5770922303199768, 1.6966788172721863, 1.5740199983119965, 1.6346678733825684, 1.5367229878902435, 1.5878357142210007]","[1.780305544535319, 1.7202775080998738, 1.6703718900680542, 1.720227877298991, 1.7116838693618774, 1.7049723863601685, 1.6900592645009358, 1.6360704104105632, 1.6171913941701253, 1.6095824241638184, 1.5802374680836995, 1.7119667132695515, 1.6336212158203125, 1.7489994366963704, 1.620167851448059, 1.6505361000696819]","[0.20161290322580644, 0.28225806451612906, 0.22580645161290322, 0.27419354838709675, 0.1774193548387097, 0.25806451612903225, 0.25, 0.23387096774193547, 0.28225806451612906, 0.33064516129032256, 0.29838709677419356, 0.27419354838709675, 0.3467741935483871, 0.3467741935483871, 0.3709677419354839, 0.3548387096774194]","[0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.28205128205128205, 0.23076923076923078, 0.2564102564102564, 0.4358974358974359, 0.2564102564102564, 0.3076923076923077, 0.28205128205128205, 0.28205128205128205, 0.1794871794871795, 0.2564102564102564, 0.23076923076923078, 0.2564102564102564, 0.28205128205128205]"
0.01,32,0.9,0.0001,0.6410256410256411,"[1.789874941110611, 1.7478248476982117, 1.742378145456314, 1.7033550143241882, 1.6964643597602844, 1.6484600603580475, 1.6635335087776184, 1.6839293837547302, 1.648445963859558, 1.6461149156093597, 1.61422598361969, 1.520686388015747, 1.5074101388454437, 1.4520970582962036, 1.4374780654907227, 1.2824003100395203]","[1.7914344668388367, 1.7718481421470642, 1.7593470811843872, 1.759652018547058, 1.7075236439704895, 1.6488292813301086, 1.6935949325561523, 1.7063313126564026, 1.5598902702331543, 1.6093149781227112, 1.5376024842262268, 1.5596525073051453, 1.682399034500122, 1.6955780386924744, 1.5545442700386047, 1.686314880847931]","[0.21774193548387097, 0.29838709677419356, 0.21774193548387097, 0.28225806451612906, 0.27419354838709675, 0.3064516129032258, 0.2661290322580645, 0.23387096774193547, 0.3225806451612903, 0.2903225806451613, 0.29838709677419356, 0.3951612903225806, 0.3225806451612903, 0.3790322580645161, 0.3790322580645161, 0.49193548387096775]","[0.1794871794871795, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.23076923076923078, 0.20512820512820512, 0.3333333333333333, 0.3333333333333333, 0.38461538461538464, 0.28205128205128205, 0.2564102564102564, 0.28205128205128205, 0.358974358974359, 0.358974358974359]"
0.01,32,0.9,1e-05,0.6410256410256411,"[1.76641184091568, 1.7529224753379822, 1.7214586734771729, 1.691001147031784, 1.672774851322174, 1.686395138502121, 1.6660332679748535, 1.627452313899994, 1.6241552233695984, 1.6435153782367706, 1.5893811583518982, 1.4938836991786957, 1.5057180225849152, 1.4405235648155212, 1.3653585016727448, 1.3599264025688171]","[1.7815911769866943, 1.7737135887145996, 1.7551872730255127, 1.7231242060661316, 1.7196291089057922, 1.7198343873023987, 1.6595003008842468, 1.631568968296051, 1.5631252527236938, 1.6876839995384216, 1.5727299451828003, 1.6458848118782043, 1.480234980583191, 1.5480647087097168, 1.702297031879425, 1.5593224167823792]","[0.25, 0.28225806451612906, 0.23387096774193547, 0.25, 0.27419354838709675, 0.24193548387096775, 0.27419354838709675, 0.3387096774193548, 0.3467741935483871, 0.25, 0.3387096774193548, 0.3870967741935484, 0.3225806451612903, 0.3790322580645161, 0.43548387096774194, 0.4112903225806452]","[0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.3076923076923077, 0.3333333333333333, 0.358974358974359, 0.358974358974359, 0.2564102564102564, 0.3333333333333333, 0.20512820512820512, 0.28205128205128205, 0.3076923076923077]"
0.01,32,0.95,0.0001,0.6410256410256411,"[1.7805393040180206, 1.766198843717575, 1.7183509171009064, 1.682935118675232, 1.6869629323482513, 1.7020049095153809, 1.6709586083889008, 1.7063396275043488, 1.6837492883205414, 1.6719669103622437, 1.6159256994724274, 1.555179238319397, 1.5759842097759247, 1.5242261290550232, 1.4795949161052704, 1.4625356793403625]","[1.790283203125, 1.781718134880066, 1.7516874074935913, 1.7175654172897339, 1.648059368133545, 1.666029155254364, 1.7271944880485535, 1.6253278255462646, 1.5881390571594238, 1.720376193523407, 1.6098728775978088, 1.7069652676582336, 1.477000653743744, 1.6686587929725647, 1.807766318321228, 1.6470670104026794]","[0.20967741935483872, 0.20967741935483872, 0.2661290322580645, 0.21774193548387097, 0.27419354838709675, 0.24193548387096775, 0.28225806451612906, 0.20967741935483872, 0.22580645161290322, 0.25806451612903225, 0.33064516129032256, 0.3467741935483871, 0.3629032258064516, 0.27419354838709675, 0.31451612903225806, 0.3629032258064516]","[0.20512820512820512, 0.1794871794871795, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.3076923076923077, 0.2564102564102564, 0.1794871794871795, 0.28205128205128205, 0.3333333333333333, 0.3076923076923077, 0.28205128205128205, 0.3076923076923077, 0.28205128205128205, 0.20512820512820512]"
0.01,32,0.95,1e-05,0.6410256410256411,"[1.780297726392746, 1.7805527448654175, 1.7469336092472076, 1.7061738669872284, 1.6764980256557465, 1.7015798091888428, 1.6721397042274475, 1.679709553718567, 1.5767745077610016, 1.6085157990455627, 1.5792125165462494, 1.5974585115909576, 1.491701990365982, 1.4531859755516052, 1.4092439115047455, 1.4122269749641418]","[1.7907220721244812, 1.7709032893180847, 1.7538673877716064, 1.7439621686935425, 1.7061336636543274, 1.6746193170547485, 1.638528823852539, 1.632464349269867, 1.6367385983467102, 1.5340567231178284, 1.5508567690849304, 1.6531121134757996, 1.5331510305404663, 1.6075235605239868, 1.5706497430801392, 1.4977213740348816]","[0.23387096774193547, 0.1532258064516129, 0.25, 0.28225806451612906, 0.2661290322580645, 0.24193548387096775, 0.3064516129032258, 0.3064516129032258, 0.33064516129032256, 0.31451612903225806, 0.25, 0.2903225806451613, 0.31451612903225806, 0.41935483870967744, 0.3790322580645161, 0.4274193548387097]","[0.20512820512820512, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.38461538461538464, 0.46153846153846156, 0.3076923076923077, 0.3333333333333333, 0.358974358974359, 0.4358974358974359, 0.41025641025641024, 0.3333333333333333, 0.3076923076923077, 0.3333333333333333]"
0.01,64,0.9,0.0001,0.6410256410256411,"[1.7879749536514282, 1.7682660222053528, 1.7598117589950562, 1.7553060054779053, 1.733043134212494, 1.737663447856903, 1.697214126586914, 1.685804009437561, 1.667372465133667, 1.6861342191696167, 1.6505745649337769, 1.635619878768921, 1.685325264930725, 1.6671679615974426, 1.6258427500724792, 1.6287888288497925]","[1.784551739692688, 1.781686782836914, 1.7774666547775269, 1.771573781967163, 1.7638283967971802, 1.7550076246261597, 1.7451244592666626, 1.7344226837158203, 1.7226934432983398, 1.7098275423049927, 1.6972625255584717, 1.686766266822815, 1.6806296110153198, 1.6766726970672607, 1.673187255859375, 1.6658753156661987]","[0.1774193548387097, 0.27419354838709675, 0.28225806451612906, 0.21774193548387097, 0.2661290322580645, 0.23387096774193547, 0.24193548387096775, 0.24193548387096775, 0.29838709677419356, 0.2661290322580645, 0.3064516129032258, 0.25, 0.25, 0.28225806451612906, 0.2903225806451613, 0.27419354838709675]","[0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.01,64,0.9,1e-05,0.6410256410256411,"[1.8016880750656128, 1.786472499370575, 1.7885742783546448, 1.7657983303070068, 1.7445294857025146, 1.7413467168807983, 1.703812062740326, 1.6726901531219482, 1.7000468969345093, 1.6602250337600708, 1.6693406105041504, 1.6662418246269226, 1.649703860282898, 1.6112977266311646, 1.6349666118621826, 1.62027508020401]","[1.8015646934509277, 1.7984689474105835, 1.79332435131073, 1.786495327949524, 1.7777602672576904, 1.7679306268692017, 1.7559789419174194, 1.7423697710037231, 1.728468656539917, 1.7142913341522217, 1.701816439628601, 1.6911181211471558, 1.681540608406067, 1.673226237297058, 1.6638851165771484, 1.6541787385940552]","[0.12096774193548387, 0.20967741935483872, 0.1935483870967742, 0.25, 0.2903225806451613, 0.24193548387096775, 0.20967741935483872, 0.25, 0.2661290322580645, 0.27419354838709675, 0.28225806451612906, 0.25, 0.28225806451612906, 0.33064516129032256, 0.27419354838709675, 0.3387096774193548]","[0.02564102564102564, 0.02564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.01,64,0.95,0.0001,0.6410256410256411,"[1.7870531678199768, 1.761465609073639, 1.751243770122528, 1.741140067577362, 1.7136592268943787, 1.7081004977226257, 1.7051303386688232, 1.695330262184143, 1.6707042455673218, 1.6621891260147095, 1.6715375781059265, 1.6486399173736572, 1.6295437216758728, 1.6110706329345703, 1.574667513370514, 1.6443897485733032]","[1.7828738689422607, 1.7798922061920166, 1.7751272916793823, 1.7685811519622803, 1.7595443725585938, 1.7474216222763062, 1.7331619262695312, 1.7172863483428955, 1.7029635906219482, 1.6909258365631104, 1.6809961795806885, 1.6729223728179932, 1.6657140254974365, 1.6667959690093994, 1.6570641994476318, 1.6429345607757568]","[0.25806451612903225, 0.21774193548387097, 0.27419354838709675, 0.25, 0.2661290322580645, 0.25806451612903225, 0.21774193548387097, 0.27419354838709675, 0.28225806451612906, 0.25, 0.2903225806451613, 0.25806451612903225, 0.3225806451612903, 0.3387096774193548, 0.3467741935483871, 0.31451612903225806]","[0.20512820512820512, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.38461538461538464, 0.3333333333333333, 0.358974358974359]"
0.01,64,0.95,1e-05,0.6410256410256411,"[1.7912885546684265, 1.7994651198387146, 1.7583990693092346, 1.7583153247833252, 1.7187020778656006, 1.7347379326820374, 1.7012271881103516, 1.6818159818649292, 1.6693673729896545, 1.669581115245819, 1.6636416912078857, 1.6554738879203796, 1.6763354539871216, 1.6166090369224548, 1.6209366917610168, 1.6616680026054382]","[1.7849698066711426, 1.7819640636444092, 1.7766934633255005, 1.769235610961914, 1.75998055934906, 1.7488256692886353, 1.7367479801177979, 1.7243417501449585, 1.7111996412277222, 1.7004306316375732, 1.6889077425003052, 1.6783099174499512, 1.6729607582092285, 1.66388738155365, 1.6583173274993896, 1.6390169858932495]","[0.14516129032258066, 0.16129032258064516, 0.25, 0.16129032258064516, 0.2661290322580645, 0.21774193548387097, 0.2903225806451613, 0.27419354838709675, 0.21774193548387097, 0.28225806451612906, 0.27419354838709675, 0.28225806451612906, 0.24193548387096775, 0.3064516129032258, 0.3064516129032258, 0.27419354838709675]","[0.1282051282051282, 0.1794871794871795, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.38461538461538464, 0.41025641025641024]"
0.1,16,0.9,0.0001,0.6410256410256411,"[1.8735928535461426, 4.618966683745384, 559.4628493189812, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[17.943293889363606, 764.1952718098959, 775578013663232.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.1774193548387097, 0.23387096774193547, 0.13709677419354838, 0.2661290322580645, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225]","[0.2564102564102564, 0.1794871794871795, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.1,16,0.9,1e-05,0.6410256410256411,"[1.8584991991519928, 2.7477457970380783, 5.531779959797859, 113716972427778.53, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.04623015721639, 39.56310145060221, 33.01543935139974, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.21774193548387097, 0.1774193548387097, 0.18548387096774194, 0.1774193548387097, 0.23387096774193547, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225]","[0.2564102564102564, 0.1282051282051282, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.1,16,0.95,0.0001,0.6410256410256411,"[1.8627695739269257, 3.7085358798503876, 314893016.69939685, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[24.842594146728516, 322.7844492594401, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.1693548387096774, 0.20967741935483872, 0.18548387096774194, 0.23387096774193547, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225]","[0.1282051282051282, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.1,16,0.95,1e-05,0.6410256410256411,"[1.8802189528942108, 3.517876535654068, 259315.72449880838, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[5.657104015350342, 257.57960001627606, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.1532258064516129, 0.22580645161290322, 0.1774193548387097, 0.24193548387096775, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225, 0.25806451612903225]","[0.2564102564102564, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.1,32,0.9,0.0001,0.6410256410256411,"[1.7930064797401428, 1.8086844384670258, 1.9907223284244537, 1.8667076528072357, 1.8819223940372467, 1.846360057592392, 1.8639634251594543, 1.9923718571662903, 1.8173375129699707, 1.7526933550834656, 1.7931369245052338, 1.751056045293808, 1.7784121334552765, 1.8515141606330872, 1.7908101975917816, 1.7667849361896515]","[1.7468334436416626, 1.7332576513290405, 2.8978145122528076, 4.265108704566956, 5.272451162338257, 8.691557884216309, 7.810974836349487, 2.271588385105133, 2.3110275864601135, 1.5759536623954773, 1.610716462135315, 1.8039477467536926, 1.7837888598442078, 1.6155405044555664, 1.6067239046096802, 2.0722907185554504]","[0.20161290322580644, 0.13709677419354838, 0.21774193548387097, 0.24193548387096775, 0.27419354838709675, 0.25806451612903225, 0.1935483870967742, 0.22580645161290322, 0.1935483870967742, 0.25, 0.24193548387096775, 0.24193548387096775, 0.28225806451612906, 0.2661290322580645, 0.2661290322580645, 0.24193548387096775]","[0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.20512820512820512, 0.20512820512820512, 0.1282051282051282, 0.2564102564102564, 0.1794871794871795, 0.2564102564102564, 0.3333333333333333, 0.3076923076923077, 0.20512820512820512, 0.2564102564102564, 0.3333333333333333, 0.2564102564102564, 0.23076923076923078]"
0.1,32,0.9,1e-05,0.6410256410256411,"[1.8084205389022827, 1.7553715407848358, 2.015079587697983, 1.8971371054649353, 2.0061951279640198, 2.0122375190258026, 1.9370063543319702, 1.9568104147911072, 2.2428872287273407, 3.1575227975845337, 2.129787802696228, 2.428187310695648, 12.96504008769989, 673288.603589654, nan, nan]","[1.7587336301803589, 1.7604385018348694, 4.969788312911987, 3.7435824871063232, 1.6530696153640747, 1.7457316517829895, 1.6303186416625977, 1.944669783115387, 6.201170921325684, 2.8431665897369385, 2.135487914085388, 4.905357837677002, 23.062445640563965, nan, nan, nan]","[0.18548387096774194, 0.20967741935483872, 0.1532258064516129, 0.23387096774193547, 0.1532258064516129, 0.23387096774193547, 0.28225806451612906, 0.24193548387096775, 0.25806451612903225, 0.20967741935483872, 0.18548387096774194, 0.1774193548387097, 0.25, 0.25, 0.20161290322580644, 0.25806451612903225]","[0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.20512820512820512, 0.28205128205128205, 0.1794871794871795, 0.2564102564102564, 0.2564102564102564, 0.20512820512820512, 0.20512820512820512, 0.1282051282051282, 0.1282051282051282, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.1,32,0.95,0.0001,0.6410256410256411,"[1.7554191052913666, 1.8061183393001556, 1.904201328754425, 1.9985922276973724, 2.229256808757782, 1.9401861727237701, 2.3343624472618103, 3.4509735107421875, 3.788264751434326, 12.7462477684021, 28.451151609420776, 43.17912793159485, 5.150178790092468, 4.244843572378159, 28.102889001369476, 8.413240998983383]","[1.7568601965904236, 1.8334404826164246, 6.871037483215332, 39.13905143737793, 17.681430339813232, 7.807740926742554, 12.232500076293945, 1.9020407795906067, 7.454766035079956, 624.8470458984375, 5339.937744140625, 9.175776183605194, 1.7424495816230774, 1.6328400373458862, 1.683181881904602, 1.7002615332603455]","[0.25806451612903225, 0.21774193548387097, 0.25, 0.20161290322580644, 0.1693548387096774, 0.25, 0.22580645161290322, 0.1935483870967742, 0.18548387096774194, 0.1774193548387097, 0.1935483870967742, 0.23387096774193547, 0.25, 0.20967741935483872, 0.25, 0.25]","[0.2564102564102564, 0.1794871794871795, 0.1282051282051282, 0.20512820512820512, 0.2564102564102564, 0.20512820512820512, 0.1794871794871795, 0.1794871794871795, 0.20512820512820512, 0.1282051282051282, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
0.1,32,0.95,1e-05,0.6410256410256411,"[1.761169195175171, 2.0015982389450073, 1.9629361927509308, 2.2261494398117065, 2.1332026720046997, 2.099078357219696, 1.9441619515419006, 2.468254953622818, 3.7394644618034363, 2.602289855480194, 2.6893131732940674, 1.7973071038722992, 4.703080236911774, 6592.506607532501, nan, nan]","[1.730267882347107, 2.071136951446533, 16.73491859436035, 32.43755626678467, 34.18757247924805, 9.171473264694214, 3.1584184169769287, 13.193027973175049, 33.60191822052002, 2.9202622175216675, 1.7498719096183777, 1.989216923713684, 117.08663177490234, 1.1793725525932775e+21, nan, nan]","[0.1693548387096774, 0.20161290322580644, 0.20161290322580644, 0.18548387096774194, 0.20967741935483872, 0.20161290322580644, 0.20967741935483872, 0.20161290322580644, 0.25, 0.25, 0.20967741935483872, 0.23387096774193547, 0.24193548387096775, 0.20967741935483872, 0.25, 0.25806451612903225]","[0.2564102564102564, 0.1794871794871795, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.20512820512820512, 0.1282051282051282, 0.1794871794871795, 0.20512820512820512, 0.2564102564102564, 0.2564102564102564, 0.20512820512820512, 0.1282051282051282, 0.2564102564102564, 0.2564102564102564, 0.2564102564102564]"
